appcod,cdscod,cds,num_stud,year,dtappello,ad
5066,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-09-21T00:00:00Z,[E3301M159] STATISTICA PER L'AZIENDA
5067,E3501Q,[E3501Q] MATEMATICA,9,2017,2017-06-06T00:00:00Z,[E3501Q001] ANALISI MATEMATICA I
5068,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-06-22T00:00:00Z,[E3501Q001] ANALISI MATEMATICA I
5069,E3501Q,[E3501Q] MATEMATICA,9,2017,2017-12-07T00:00:00Z,[E3501Q001] ANALISI MATEMATICA I
5070,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-09-26T00:00:00Z,[E3501Q001] ANALISI MATEMATICA I
5071,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-06-06T00:00:00Z,[E3501Q001] ANALISI MATEMATICA I
5072,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-06-22T00:00:00Z,[E3501Q001] ANALISI MATEMATICA I
5073,E3501Q,[E3501Q] MATEMATICA,8,2017,2017-12-07T00:00:00Z,[E3501Q001] ANALISI MATEMATICA I
5074,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-09-26T00:00:00Z,[E3501Q001] ANALISI MATEMATICA I
5075,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-01-27T00:00:00Z,[E3501Q003] ALGEBRA I
5076,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-02-21T00:00:00Z,[E3501Q003] ALGEBRA I
5077,E3501Q,[E3501Q] MATEMATICA,31,2017,2017-06-21T00:00:00Z,[E3501Q003] ALGEBRA I
5078,E3501Q,[E3501Q] MATEMATICA,32,2017,2017-07-19T00:00:00Z,[E3501Q003] ALGEBRA I
5079,E3501Q,[E3501Q] MATEMATICA,26,2017,2017-09-15T00:00:00Z,[E3501Q003] ALGEBRA I
5080,E3501Q,[E3501Q] MATEMATICA,23,2017,2017-11-21T00:00:00Z,[E3501Q003] ALGEBRA I
5081,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-02-14T00:00:00Z,[E3501Q004] GEOMETRIA I
5082,E3501Q,[E3501Q] MATEMATICA,29,2017,2017-06-19T00:00:00Z,[E3501Q004] GEOMETRIA I
5083,E3501Q,[E3501Q] MATEMATICA,21,2017,2017-11-07T00:00:00Z,[E3501Q004] GEOMETRIA I
5084,E3501Q,[E3501Q] MATEMATICA,17,2017,2017-07-18T00:00:00Z,[E3501Q004] GEOMETRIA I
5085,E3501Q,[E3501Q] MATEMATICA,13,2017,2017-12-09T00:00:00Z,[E3501Q004] GEOMETRIA I
5089,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-06-22T00:00:00Z,[E3501Q008] ANALISI MATEMATICA II
5090,E3501Q,[E3501Q] MATEMATICA,11,2017,2017-05-07T00:00:00Z,[E3501Q008] ANALISI MATEMATICA II
5091,E3501Q,[E3501Q] MATEMATICA,6,2017,2017-07-25T00:00:00Z,[E3501Q008] ANALISI MATEMATICA II
5092,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-07-09T00:00:00Z,[E3501Q008] ANALISI MATEMATICA II
5093,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-02-02T00:00:00Z,[E3501Q010] ALGEBRA II
5094,E3501Q,[E3501Q] MATEMATICA,25,2017,2017-02-28T00:00:00Z,[E3501Q010] ALGEBRA II
5095,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-06-20T00:00:00Z,[E3501Q010] ALGEBRA II
5096,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-07-18T00:00:00Z,[E3501Q010] ALGEBRA II
5097,E3501Q,[E3501Q] MATEMATICA,8,2017,2017-09-19T00:00:00Z,[E3501Q010] ALGEBRA II
5100,E3501Q,[E3501Q] MATEMATICA,21,2017,2017-06-30T00:00:00Z,[E3501Q011] GEOMETRIA II
5101,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-07-21T00:00:00Z,[E3501Q011] GEOMETRIA II
5102,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-09-27T00:00:00Z,[E3501Q011] GEOMETRIA II
5103,E3501Q,[E3501Q] MATEMATICA,15,2017,2017-06-20T00:00:00Z,[E3501Q012] SISTEMI DINAMICI E MECCANICA CLASSICA
5104,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-12-07T00:00:00Z,[E3501Q012] SISTEMI DINAMICI E MECCANICA CLASSICA
5105,E3501Q,[E3501Q] MATEMATICA,10,2017,2017-09-13T00:00:00Z,[E3501Q012] SISTEMI DINAMICI E MECCANICA CLASSICA
5106,E3501Q,[E3501Q] MATEMATICA,6,2017,2017-11-22T00:00:00Z,[E3501Q012] SISTEMI DINAMICI E MECCANICA CLASSICA
5107,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-12-01T00:00:00Z,[E3501Q014] CALCOLO DELLE PROBABILITA'
5108,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-06-02T00:00:00Z,[E3501Q014] CALCOLO DELLE PROBABILITA'
5109,E3501Q,[E3501Q] MATEMATICA,18,2017,2017-02-27T00:00:00Z,[E3501Q014] CALCOLO DELLE PROBABILITA'
5110,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-07-20T00:00:00Z,[E3501Q014] CALCOLO DELLE PROBABILITA'
5111,E3501Q,[E3501Q] MATEMATICA,4,2017,2017-09-18T00:00:00Z,[E3501Q014] CALCOLO DELLE PROBABILITA'
5112,E3501Q,[E3501Q] MATEMATICA,30,2017,2017-01-20T00:00:00Z,[E3501Q023] FISICA II
5113,E3501Q,[E3501Q] MATEMATICA,21,2017,2017-02-17T00:00:00Z,[E3501Q023] FISICA II
5114,E3501Q,[E3501Q] MATEMATICA,4,2017,2017-07-06T00:00:00Z,[E3501Q023] FISICA II
5115,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-05-07T00:00:00Z,[E3501Q023] FISICA II
5116,E3501Q,[E3501Q] MATEMATICA,13,2017,2017-09-28T00:00:00Z,[E3501Q023] FISICA II
5117,E3501Q,[E3501Q] MATEMATICA,16,2017,2017-01-13T00:00:00Z,[E3501Q024] ALGORITMI E PROGRAMMAZIONE
5118,E3501Q,[E3501Q] MATEMATICA,49,2017,2017-02-24T00:00:00Z,[E3501Q024] ALGORITMI E PROGRAMMAZIONE
5119,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-04-21T00:00:00Z,[E3501Q024] ALGORITMI E PROGRAMMAZIONE
5120,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-06-21T00:00:00Z,[E3501Q024] ALGORITMI E PROGRAMMAZIONE
5121,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-11-07T00:00:00Z,[E3501Q024] ALGORITMI E PROGRAMMAZIONE
5122,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-09-20T00:00:00Z,[E3501Q024] ALGORITMI E PROGRAMMAZIONE
5123,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-06-02T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5124,E3501Q,[E3501Q] MATEMATICA,23,2017,2017-02-24T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5125,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-09-21T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5126,E3501Q,[E3501Q] MATEMATICA,6,2017,2017-06-02T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5127,E3501Q,[E3501Q] MATEMATICA,13,2017,2017-02-24T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5128,E3501Q,[E3501Q] MATEMATICA,11,2017,2017-06-26T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5129,E3501Q,[E3501Q] MATEMATICA,12,2017,2017-07-13T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5130,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-09-21T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5131,E3501Q,[E3501Q] MATEMATICA,10,2017,2017-06-02T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5132,E3501Q,[E3501Q] MATEMATICA,19,2017,2017-02-24T00:00:00Z,[E3501Q051] ALGEBRA LINEARE E GEOMETRIA
5135,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-06-29T00:00:00Z,[E3501Q053] TEORIA DELLA MISURA
5136,E3501Q,[E3501Q] MATEMATICA,15,2017,2017-07-20T00:00:00Z,[E3501Q053] TEORIA DELLA MISURA
5137,E3501Q,[E3501Q] MATEMATICA,15,2017,2017-09-18T00:00:00Z,[E3501Q053] TEORIA DELLA MISURA
5138,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-01-24T00:00:00Z,[E3501Q054] ALGEBRA III
5139,E3501Q,[E3501Q] MATEMATICA,10,2017,2017-02-15T00:00:00Z,[E3501Q054] ALGEBRA III
5140,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-06-21T00:00:00Z,[E3501Q054] ALGEBRA III
5141,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-05-07T00:00:00Z,[E3501Q054] ALGEBRA III
5142,E3501Q,[E3501Q] MATEMATICA,4,2017,2017-09-20T00:00:00Z,[E3501Q054] ALGEBRA III
5143,E3501Q,[E3501Q] MATEMATICA,4,2017,2017-01-24T00:00:00Z,[E3501Q055] GEOMETRIA III
5144,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-02-21T00:00:00Z,[E3501Q055] GEOMETRIA III
5145,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-06-20T00:00:00Z,[E3501Q055] GEOMETRIA III
5146,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-07-18T00:00:00Z,[E3501Q055] GEOMETRIA III
5147,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-09-19T00:00:00Z,[E3501Q055] GEOMETRIA III
5148,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-01-25T00:00:00Z,[E3501Q056] ANALISI III
5149,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-02-23T00:00:00Z,[E3501Q056] ANALISI III
5150,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-07-13T00:00:00Z,[E3501Q056] ANALISI III
5151,E3501Q,[E3501Q] MATEMATICA,4,2017,2017-09-22T00:00:00Z,[E3501Q056] ANALISI III
5152,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-11-22T00:00:00Z,[E3501Q056] ANALISI III
5153,E3501Q,[E3501Q] MATEMATICA,27,2017,2017-01-06T00:00:00Z,[E3501Q057] ANALISI COMPLESSA
5154,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-05-07T00:00:00Z,[E3501Q057] ANALISI COMPLESSA
5155,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-09-20T00:00:00Z,[E3501Q057] ANALISI COMPLESSA
5156,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-05-06T00:00:00Z,[E3501Q058] ANALISI NUMERICA
5157,E3501Q,[E3501Q] MATEMATICA,8,2017,2017-06-19T00:00:00Z,[E3501Q058] ANALISI NUMERICA
5158,E3501Q,[E3501Q] MATEMATICA,6,2017,2017-07-26T00:00:00Z,[E3501Q058] ANALISI NUMERICA
5159,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-11-09T00:00:00Z,[E3501Q058] ANALISI NUMERICA
5160,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-12-06T00:00:00Z,[E3501Q059] FISICA MATEMATICA
5161,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-07-17T00:00:00Z,[E3501Q059] FISICA MATEMATICA
5162,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-11-09T00:00:00Z,[E3501Q059] FISICA MATEMATICA
5163,E3501Q,[E3501Q] MATEMATICA,23,2017,2017-07-06T00:00:00Z,[E3501Q062] STATISTICA MATEMATICA
5164,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-03-07T00:00:00Z,[E3501Q062] STATISTICA MATEMATICA
5165,E3501Q,[E3501Q] MATEMATICA,6,2017,2017-09-15T00:00:00Z,[E3501Q062] STATISTICA MATEMATICA
5166,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-11-29T00:00:00Z,[E3501Q062] STATISTICA MATEMATICA
5168,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-03-30T00:00:00Z,[E3501Q064] CALCOLO NUMERICO
5169,E3501Q,[E3501Q] MATEMATICA,6,2017,2017-06-20T00:00:00Z,[E3501Q064] CALCOLO NUMERICO
5170,E3501Q,[E3501Q] MATEMATICA,16,2017,2017-07-17T00:00:00Z,[E3501Q064] CALCOLO NUMERICO
5171,E3501Q,[E3501Q] MATEMATICA,15,2017,2017-09-25T00:00:00Z,[E3501Q064] CALCOLO NUMERICO
5172,E3501Q,[E3501Q] MATEMATICA,19,2017,2017-06-26T00:00:00Z,[E3501Q065] FISICA I
5173,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-07-18T00:00:00Z,[E3501Q065] FISICA I
5174,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-12-09T00:00:00Z,[E3501Q065] FISICA I
5175,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-02-02T00:00:00Z,[E3501Q065] FISICA I
5176,E3501Q,[E3501Q] MATEMATICA,7,2017,2017-06-26T00:00:00Z,[E3501Q065] FISICA I
5177,E3501Q,[E3501Q] MATEMATICA,4,2017,2017-07-18T00:00:00Z,[E3501Q065] FISICA I
5178,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-12-09T00:00:00Z,[E3501Q065] FISICA I
5179,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-02-02T00:00:00Z,[E3501Q065] FISICA I
5180,E3501Q,[E3501Q] MATEMATICA,17,2017,2017-06-26T00:00:00Z,[E3501Q065] FISICA I
5181,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-07-18T00:00:00Z,[E3501Q065] FISICA I
5182,E3501Q,[E3501Q] MATEMATICA,5,2017,2017-12-09T00:00:00Z,[E3501Q065] FISICA I
5183,E3501Q,[E3501Q] MATEMATICA,74,2017,2017-03-17T00:00:00Z,[E3501Q066] LABORATORIO DI MATEMATICA E INFORMATICA
5184,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-12-05T00:00:00Z,[E3501Q066] LABORATORIO DI MATEMATICA E INFORMATICA
5185,E3501Q,[E3501Q] MATEMATICA,10,2017,2017-04-07T00:00:00Z,[E3501Q066] LABORATORIO DI MATEMATICA E INFORMATICA
5186,E3501Q,[E3501Q] MATEMATICA,3,2017,2017-07-18T00:00:00Z,[E3501Q066] LABORATORIO DI MATEMATICA E INFORMATICA
5187,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-09-27T00:00:00Z,[E3501Q066] LABORATORIO DI MATEMATICA E INFORMATICA
5188,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-12-04T00:00:00Z,[E3901N028] PSICOLOGIA DELLO SVILUPPO
5189,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-07-14T00:00:00Z,[E3901N028] PSICOLOGIA DELLO SVILUPPO
5190,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-06-29T00:00:00Z,[E4101B005] STATISTICA I
5191,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-06-26T00:00:00Z,[E4101B007] MICROECONOMIA
5192,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-06-28T00:00:00Z,[E4101B008] STATISTICA ECONOMICA I
5193,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-06-26T00:00:00Z,[E4101B017] ECONOMETRIA
5194,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-09-11T00:00:00Z,[E4101B017] ECONOMETRIA
5195,E3501Q,[E3501Q] MATEMATICA,6,2017,2017-06-29T00:00:00Z,[E4101B019] MATEMATICA FINANZIARIA
5196,E3501Q,[E3501Q] MATEMATICA,2,2017,2017-07-14T00:00:00Z,[E4101B019] MATEMATICA FINANZIARIA
5197,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-11-17T00:00:00Z,[E4101B019] MATEMATICA FINANZIARIA
5198,E3501Q,[E3501Q] MATEMATICA,1,2017,2017-06-27T00:00:00Z,[E4102B066] DEMOGRAFIA
5199,E3901N,[E3901N] SERVIZIO SOCIALE,45,2017,2017-07-19T00:00:00Z,[E3901N001] SOCIOLOGIA
5200,E3901N,[E3901N] SERVIZIO SOCIALE,36,2017,2017-09-28T00:00:00Z,[E3901N001] SOCIOLOGIA
5201,E3901N,[E3901N] SERVIZIO SOCIALE,1,2017,2017-01-25T00:00:00Z,[E3901N001] SOCIOLOGIA
5202,E3901N,[E3901N] SERVIZIO SOCIALE,86,2017,2017-07-13T00:00:00Z,[E3901N002] METODOLOGIA DELLA RICERCA SOCIALE
5203,E3901N,[E3901N] SERVIZIO SOCIALE,12,2017,2017-09-22T00:00:00Z,[E3901N002] METODOLOGIA DELLA RICERCA SOCIALE
5204,E3901N,[E3901N] SERVIZIO SOCIALE,1,2017,2017-09-26T00:00:00Z,[E3901N002] METODOLOGIA DELLA RICERCA SOCIALE
5206,E3901N,[E3901N] SERVIZIO SOCIALE,57,2017,2017-01-24T00:00:00Z,[E3901N003] ISTITUZIONI DI DIRITTO PUBBLICO
5207,E3901N,[E3901N] SERVIZIO SOCIALE,42,2017,2017-04-28T00:00:00Z,[E3901N003] ISTITUZIONI DI DIRITTO PUBBLICO
5208,E3901N,[E3901N] SERVIZIO SOCIALE,23,2017,2017-07-18T00:00:00Z,[E3901N003] ISTITUZIONI DI DIRITTO PUBBLICO
5209,E3901N,[E3901N] SERVIZIO SOCIALE,23,2017,2017-09-18T00:00:00Z,[E3901N003] ISTITUZIONI DI DIRITTO PUBBLICO
5211,E3901N,[E3901N] SERVIZIO SOCIALE,41,2017,2017-01-23T00:00:00Z,[E3901N004] PSICOLOGIA SOCIALE II
5212,E3901N,[E3901N] SERVIZIO SOCIALE,14,2017,2017-04-19T00:00:00Z,[E3901N004] PSICOLOGIA SOCIALE II
5213,E3901N,[E3901N] SERVIZIO SOCIALE,14,2017,2017-07-21T00:00:00Z,[E3901N004] PSICOLOGIA SOCIALE II
5214,E3901N,[E3901N] SERVIZIO SOCIALE,4,2017,2017-09-15T00:00:00Z,[E3901N004] PSICOLOGIA SOCIALE II
5216,E3901N,[E3901N] SERVIZIO SOCIALE,28,2017,2017-01-27T00:00:00Z,[E3901N005] ECONOMIA POLITICA
5217,E3901N,[E3901N] SERVIZIO SOCIALE,5,2017,2017-04-27T00:00:00Z,[E3901N005] ECONOMIA POLITICA
5218,E3901N,[E3901N] SERVIZIO SOCIALE,1,2017,2017-01-26T00:00:00Z,[E3901N006] ANTROPOLOGIA CULTURALE
5219,E3901N,[E3901N] SERVIZIO SOCIALE,90,2017,2017-03-04T00:00:00Z,[E3901N006] ANTROPOLOGIA CULTURALE
5220,E3901N,[E3901N] SERVIZIO SOCIALE,7,2017,2017-03-07T00:00:00Z,[E3901N006] ANTROPOLOGIA CULTURALE
5221,E3901N,[E3901N] SERVIZIO SOCIALE,3,2017,2017-04-09T00:00:00Z,[E3901N006] ANTROPOLOGIA CULTURALE
5222,E3901N,[E3901N] SERVIZIO SOCIALE,3,2017,2017-09-20T00:00:00Z,[E3901N006] ANTROPOLOGIA CULTURALE
5224,E3901N,[E3901N] SERVIZIO SOCIALE,16,2017,2017-08-02T00:00:00Z,[E3901N007] FILOSOFIA POLITICA
5225,E3901N,[E3901N] SERVIZIO SOCIALE,23,2017,2017-04-26T00:00:00Z,[E3901N007] FILOSOFIA POLITICA
5226,E3901N,[E3901N] SERVIZIO SOCIALE,3,2017,2017-07-21T00:00:00Z,[E3901N007] FILOSOFIA POLITICA
5227,E3901N,[E3901N] SERVIZIO SOCIALE,3,2017,2017-09-20T00:00:00Z,[E3901N007] FILOSOFIA POLITICA
5228,E3901N,[E3901N] SERVIZIO SOCIALE,71,2017,2017-07-18T00:00:00Z,[E3901N008] PRINCIPI E FONDAMENTI DEL SERVIZIO SOCIALE
5229,E3901N,[E3901N] SERVIZIO SOCIALE,24,2017,2017-09-21T00:00:00Z,[E3901N008] PRINCIPI E FONDAMENTI DEL SERVIZIO SOCIALE
5230,E3901N,[E3901N] SERVIZIO SOCIALE,42,2017,2017-04-26T00:00:00Z,[E3901N010] SOCIOLOGIA DELLA FAMIGLIA
5231,E3901N,[E3901N] SERVIZIO SOCIALE,19,2017,2017-07-19T00:00:00Z,[E3901N010] SOCIOLOGIA DELLA FAMIGLIA
5232,E3901N,[E3901N] SERVIZIO SOCIALE,8,2017,2017-09-19T00:00:00Z,[E3901N010] SOCIOLOGIA DELLA FAMIGLIA
5234,E3901N,[E3901N] SERVIZIO SOCIALE,7,2017,2017-10-01T00:00:00Z,[E3901N012] DIRITTO PRIVATO E DI FAMIGLIA
5235,E3901N,[E3901N] SERVIZIO SOCIALE,21,2017,2017-05-04T00:00:00Z,[E3901N012] DIRITTO PRIVATO E DI FAMIGLIA
5236,E3901N,[E3901N] SERVIZIO SOCIALE,13,2017,2017-04-07T00:00:00Z,[E3901N012] DIRITTO PRIVATO E DI FAMIGLIA
5237,E3901N,[E3901N] SERVIZIO SOCIALE,8,2017,2017-06-09T00:00:00Z,[E3901N012] DIRITTO PRIVATO E DI FAMIGLIA
5239,E3901N,[E3901N] SERVIZIO SOCIALE,9,2017,2017-12-01T00:00:00Z,[E3901N013] DIRITTO DELLA SICUREZZA SOCIALE
5240,E3901N,[E3901N] SERVIZIO SOCIALE,17,2017,2017-10-04T00:00:00Z,[E3901N013] DIRITTO DELLA SICUREZZA SOCIALE
5241,E3901N,[E3901N] SERVIZIO SOCIALE,9,2017,2017-11-07T00:00:00Z,[E3901N013] DIRITTO DELLA SICUREZZA SOCIALE
5242,E3901N,[E3901N] SERVIZIO SOCIALE,4,2017,2017-09-14T00:00:00Z,[E3901N013] DIRITTO DELLA SICUREZZA SOCIALE
5243,E3901N,[E3901N] SERVIZIO SOCIALE,35,2017,2017-07-14T00:00:00Z,[E3901N017] METODI E TECNICHE DEL SERVIZIO SOCIALE II
5244,E3901N,[E3901N] SERVIZIO SOCIALE,38,2017,2017-09-25T00:00:00Z,[E3901N017] METODI E TECNICHE DEL SERVIZIO SOCIALE II
5245,E3901N,[E3901N] SERVIZIO SOCIALE,1,2017,2017-10-16T00:00:00Z,[E3901N017] METODI E TECNICHE DEL SERVIZIO SOCIALE II
5247,E3901N,[E3901N] SERVIZIO SOCIALE,19,2017,2017-01-20T00:00:00Z,[E3901N018] ORGANIZZAZIONE DEI SERVIZI SOCIALI
5248,E3901N,[E3901N] SERVIZIO SOCIALE,16,2017,2017-04-19T00:00:00Z,[E3901N018] ORGANIZZAZIONE DEI SERVIZI SOCIALI
5249,E3901N,[E3901N] SERVIZIO SOCIALE,3,2017,2017-07-20T00:00:00Z,[E3901N018] ORGANIZZAZIONE DEI SERVIZI SOCIALI
5250,E3901N,[E3901N] SERVIZIO SOCIALE,5,2017,2017-12-09T00:00:00Z,[E3901N018] ORGANIZZAZIONE DEI SERVIZI SOCIALI
5251,E3901N,[E3901N] SERVIZIO SOCIALE,95,2017,2017-07-07T00:00:00Z,[E3901N020] TIROCINIO
5252,E3901N,[E3901N] SERVIZIO SOCIALE,3,2017,2017-05-09T00:00:00Z,[E3901N020] TIROCINIO
5253,E3901N,[E3901N] SERVIZIO SOCIALE,2,2017,2017-01-13T00:00:00Z,[E3901N022] TIROCINIO
5254,E3901N,[E3901N] SERVIZIO SOCIALE,32,2017,2017-12-07T00:00:00Z,[E3901N022] TIROCINIO
5255,E3901N,[E3901N] SERVIZIO SOCIALE,14,2017,2017-07-26T00:00:00Z,[E3901N022] TIROCINIO
5256,E3901N,[E3901N] SERVIZIO SOCIALE,25,2017,2017-05-09T00:00:00Z,[E3901N022] TIROCINIO
5257,E3901N,[E3901N] SERVIZIO SOCIALE,8,2017,2017-01-13T00:00:00Z,[E3901N023] TIROCINIO
5258,E3901N,[E3901N] SERVIZIO SOCIALE,39,2017,2017-10-07T00:00:00Z,[E3901N023] TIROCINIO
5259,E3901N,[E3901N] SERVIZIO SOCIALE,41,2017,2017-05-09T00:00:00Z,[E3901N023] TIROCINIO
5260,E3901N,[E3901N] SERVIZIO SOCIALE,1,2017,2017-10-10T00:00:00Z,[E3901N023] TIROCINIO
5262,E3901N,[E3901N] SERVIZIO SOCIALE,88,2017,2017-12-04T00:00:00Z,[E3901N028] PSICOLOGIA DELLO SVILUPPO
5263,E3901N,[E3901N] SERVIZIO SOCIALE,73,2017,2017-07-14T00:00:00Z,[E3901N028] PSICOLOGIA DELLO SVILUPPO
5264,E3901N,[E3901N] SERVIZIO SOCIALE,30,2017,2017-09-13T00:00:00Z,[E3901N028] PSICOLOGIA DELLO SVILUPPO
5266,E3901N,[E3901N] SERVIZIO SOCIALE,38,2017,2017-01-16T00:00:00Z,[E3901N030] SOCIOLOGIA DELLA DEVIANZA
5267,E3901N,[E3901N] SERVIZIO SOCIALE,20,2017,2017-04-28T00:00:00Z,[E3901N030] SOCIOLOGIA DELLA DEVIANZA
5268,E3901N,[E3901N] SERVIZIO SOCIALE,13,2017,2017-07-07T00:00:00Z,[E3901N030] SOCIOLOGIA DELLA DEVIANZA
5269,E3901N,[E3901N] SERVIZIO SOCIALE,9,2017,2017-12-09T00:00:00Z,[E3901N030] SOCIOLOGIA DELLA DEVIANZA
5270,E3901N,[E3901N] SERVIZIO SOCIALE,44,2017,2017-07-14T00:00:00Z,[E3901N031] DISAGIO PSICHICO
5271,E3901N,[E3901N] SERVIZIO SOCIALE,16,2017,2017-09-21T00:00:00Z,[E3901N031] DISAGIO PSICHICO
5272,E3901N,[E3901N] SERVIZIO SOCIALE,48,2017,2017-07-17T00:00:00Z,[E3901N032] PSICOLOGIA SOCIALE
5273,E3901N,[E3901N] SERVIZIO SOCIALE,10,2017,2017-09-15T00:00:00Z,[E3901N032] PSICOLOGIA SOCIALE
5274,E3901N,[E3901N] SERVIZIO SOCIALE,29,2017,2017-07-18T00:00:00Z,[E3901N034] METODI E TECNICHE DEL SERVIZIO SOCIALE I
5275,E3901N,[E3901N] SERVIZIO SOCIALE,9,2017,2017-07-31T00:00:00Z,[E3901N034] METODI E TECNICHE DEL SERVIZIO SOCIALE I
5276,E3901N,[E3901N] SERVIZIO SOCIALE,31,2017,2017-09-27T00:00:00Z,[E3901N034] METODI E TECNICHE DEL SERVIZIO SOCIALE I
5277,E3901N,[E3901N] SERVIZIO SOCIALE,61,2017,2017-04-28T00:00:00Z,[E3901N035] POLITICA SOCIALE
5278,E3901N,[E3901N] SERVIZIO SOCIALE,8,2017,2017-12-07T00:00:00Z,[E3901N035] POLITICA SOCIALE
5279,E3901N,[E3901N] SERVIZIO SOCIALE,2,2017,2017-09-20T00:00:00Z,[E3901N035] POLITICA SOCIALE
5280,E3901N,[E3901N] SERVIZIO SOCIALE,3,2017,2017-11-10T00:00:00Z,[E3901N035] POLITICA SOCIALE
5281,E3901N,[E3901N] SERVIZIO SOCIALE,7,2017,2017-07-20T00:00:00Z,[E3901N036] MUTAMENTO SOCIALE E WELFARE
5283,E3901N,[E3901N] SERVIZIO SOCIALE,17,2017,2017-01-24T00:00:00Z,"[E3901N037] INCLUSIONE SOCIALE, RETI E WELFARE"
5284,E3901N,[E3901N] SERVIZIO SOCIALE,9,2017,2017-04-27T00:00:00Z,"[E3901N037] INCLUSIONE SOCIALE, RETI E WELFARE"
5285,E3901N,[E3901N] SERVIZIO SOCIALE,7,2017,2017-11-07T00:00:00Z,"[E3901N037] INCLUSIONE SOCIALE, RETI E WELFARE"
